Classification,Compared to,identical,SurfMatches,PCL Matches,ICP Similarityscore,ColorHistDistance,guess,neighborsWithDist
AlbiHimbeerJuice,AlbiHimbeerJuice,1,20,9,2.38542e-05,0.726878,1,AlbiHimbeerJuice 0.684111; KoellnMuesliKnusperHonigNuss 0.663913;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,25,8,2.34728e-05,0.720051,1,AlbiHimbeerJuice 0.685597; KoellnMuesliKnusperHonigNuss 0.660673;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,22,6,3.81391e-05,0.713908,1,AlbiHimbeerJuice 0.686731; KoellnMuesliKnusperHonigNuss 0.680968;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,18,10,2.49943e-05,0.712499,0,AlbiHimbeerJuice 0.682568; KoellnMuesliKnusperHonigNuss 0.658675;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,18,7,2.50159e-05,0.715461,0,AlbiHimbeerJuice 0.708463;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,19,17,2.33605e-05,0.728073,0,KoellnMuesliKnusperHonigNuss 0.672368; AlbiHimbeerJuice 0.670596;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,27,7,2.30064e-05,0.711854,1,AlbiHimbeerJuice 0.701145;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,15,12,2.74702e-05,0.697914,0,AlbiHimbeerJuice 0.669915; KoellnMuesliKnusperHonigNuss 0.654226;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,24,6,2.83318e-05,0.718641,1,AlbiHimbeerJuice 0.701342;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,24,10,2.73382e-05,0.718117,1,KoellnMuesliKnusperHonigNuss 0.678745; AlbiHimbeerJuice 0.674281;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,24,11,2.19869e-05,0.719147,1,AlbiHimbeerJuice 0.684334; KoellnMuesliKnusperHonigNuss 0.655995;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,21,6,2.25999e-05,0.706958,1,AlbiHimbeerJuice 0.687209; KoellnMuesliKnusperHonigNuss 0.669501;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,24,9,2.37801e-05,0.714973,1,KoellnMuesliKnusperHonigNuss 0.647247; AlbiHimbeerJuice 0.638602;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,18,3,5.75538e-05,0.72377,0,KoellnMuesliKnusperHonigNuss 0.672310; AlbiHimbeerJuice 0.672253;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,25,7,3.01991e-05,0.708001,1,AlbiHimbeerJuice 0.695857;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,29,10,2.52684e-05,0.699207,1,AlbiHimbeerJuice 0.701994;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,25,9,2.36729e-05,0.706445,1,AlbiHimbeerJuice 0.717665;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,20,8,2.42836e-05,0.703125,1,KoellnMuesliKnusperHonigNuss 0.681175; AlbiHimbeerJuice 0.675332;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,30,10,2.49525e-05,0.704148,1,KoellnMuesliKnusperHonigNuss 0.666112; AlbiHimbeerJuice 0.646446;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,25,10,2.53475e-05,0.70282,1,AlbiHimbeerJuice 0.693050;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,25,13,2.5238e-05,0.709872,1,AlbiHimbeerJuice 0.688757; KoellnMuesliKnusperHonigNuss 0.662015;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,24,9,2.58785e-05,0.722141,1,AlbiHimbeerJuice 0.672886; KoellnMuesliKnusperHonigNuss 0.659666;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,31,7,2.50337e-05,0.717197,1,AlbiHimbeerJuice 0.666112; KoellnMuesliKnusperHonigNuss 0.641034;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,25,11,2.62569e-05,0.724292,1,AlbiHimbeerJuice 0.680870;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,22,2,2.10326e-05,0.708984,0,AlbiHimbeerJuice 0.707363;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,27,7,2.36029e-05,0.711746,1,KoellnMuesliKnusperHonigNuss 0.667341; AlbiHimbeerJuice 0.658558;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,26,8,2.47027e-05,0.71507,1,AlbiHimbeerJuice 0.688606; KoellnMuesliKnusperHonigNuss 0.657034;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,23,9,2.60848e-05,0.714219,1,AlbiHimbeerJuice 0.725040;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,22,6,2.11289e-05,0.717495,1,AlbiHimbeerJuice 0.691753; KoellnMuesliKnusperHonigNuss 0.655502;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,19,9,2.46851e-05,0.692089,0,AlbiHimbeerJuice 0.696873;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,30,9,2.4154e-05,0.714274,1,AlbiHimbeerJuice 0.688343; KoellnMuesliKnusperHonigNuss 0.647846;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,21,4,5.15595e-05,0.721105,0,AlbiHimbeerJuice 0.733398;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,25,8,2.51017e-05,0.720779,1,AlbiHimbeerJuice 0.681409; KoellnMuesliKnusperHonigNuss 0.650422;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,21,10,2.40505e-05,0.719122,1,AlbiHimbeerJuice 0.677382; KoellnMuesliKnusperHonigNuss 0.660756;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,23,8,2.25343e-05,0.72871,1,AlbiHimbeerJuice 0.687524; KoellnMuesliKnusperHonigNuss 0.660283;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,27,9,2.4878e-05,0.713445,1,AlbiHimbeerJuice 0.711185;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,26,7,2.27624e-05,0.710688,1,KoellnMuesliKnusperHonigNuss 0.666089; AlbiHimbeerJuice 0.637023;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,18,13,2.31956e-05,0.710133,0,AlbiHimbeerJuice 0.723646;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,27,10,2.21678e-05,0.708577,1,AlbiHimbeerJuice 0.703508; KoellnMuesliKnusperHonigNuss 0.668823;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,24,10,2.34008e-05,0.723411,1,AlbiHimbeerJuice 0.712285;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,25,6,2.40466e-05,0.714162,1,AlbiHimbeerJuice 0.682737;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,24,10,2.01862e-05,0.718989,1,AlbiHimbeerJuice 0.688179; KoellnMuesliKnusperHonigNuss 0.658372;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,23,7,2.4467e-05,0.720917,1,AlbiHimbeerJuice 0.699146;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,24,10,2.55191e-05,0.71755,1,AlbiHimbeerJuice 0.689036;
KoellnMuesliKnusperHonigNuss,AlbiHimbeerJuice,0,18,7,2.41424e-05,0.734149,0,KoellnMuesliKnusperHonigNuss 0.657690; AlbiHimbeerJuice 0.657202;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,22,10,2.46211e-05,0.717116,1,AlbiHimbeerJuice 0.671346; KoellnMuesliKnusperHonigNuss 0.638829;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,19,16,3.67405e-05,0.733162,0,AlbiHimbeerJuice 0.733010;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,23,9,2.51876e-05,0.701165,1,AlbiHimbeerJuice 0.684417; KoellnMuesliKnusperHonigNuss 0.641226;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,27,9,2.47473e-05,0.714959,1,AlbiHimbeerJuice 0.680903; KoellnMuesliKnusperHonigNuss 0.659369;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,20,14,2.39055e-05,0.728273,1,AlbiHimbeerJuice 0.679039; KoellnMuesliKnusperHonigNuss 0.641363;
AlbiHimbeerJuice,AlbiHimbeerJuice,1,22,12,2.54069e-05,0.723113,1,AlbiHimbeerJuice 0.688217;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,58,5,9.12651e-06,0.754906,1,KoellnMuesliKnusperHonigNuss 0.693559;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,61,8,7.09227e-06,0.758977,1,KoellnMuesliKnusperHonigNuss 0.700065;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,69,8,8.62809e-06,0.75856,1,KoellnMuesliKnusperHonigNuss 0.666749;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,57,8,8.29286e-06,0.753223,1,KoellnMuesliKnusperHonigNuss 0.686743;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,7,7.47807e-06,0.75279,1,KoellnMuesliKnusperHonigNuss 0.689230;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,64,7,8.7348e-06,0.754125,1,KoellnMuesliKnusperHonigNuss 0.688077;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,61,7,8.05743e-06,0.756718,1,KoellnMuesliKnusperHonigNuss 0.697457;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,67,7,7.68363e-06,0.754184,1,KoellnMuesliKnusperHonigNuss 0.680830;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,54,6,7.8181e-06,0.756627,1,KoellnMuesliKnusperHonigNuss 0.686948;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,6,7.25946e-06,0.752335,1,KoellnMuesliKnusperHonigNuss 0.698696;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,74,7,8.14293e-06,0.754463,1,KoellnMuesliKnusperHonigNuss 0.694535;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,9,7.23838e-06,0.753029,1,KoellnMuesliKnusperHonigNuss 0.698550;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,64,7,7.98936e-06,0.754023,1,KoellnMuesliKnusperHonigNuss 0.670796;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,66,8,6.76129e-06,0.750356,1,KoellnMuesliKnusperHonigNuss 0.692808;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,10,8.16495e-06,0.753342,1,KoellnMuesliKnusperHonigNuss 0.670902;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,67,7,7.37524e-06,0.748356,1,KoellnMuesliKnusperHonigNuss 0.705440;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,60,8,7.53196e-06,0.756668,1,KoellnMuesliKnusperHonigNuss 0.666969;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,12,8.11754e-06,0.755079,1,KoellnMuesliKnusperHonigNuss 0.687506;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,8,5,6.77485e-06,0.806822,0,KoellnMuesliKnusperHonigNuss 0.690321;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,5,9.64903e-06,0.759562,1,KoellnMuesliKnusperHonigNuss 0.669025;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,61,7,9.02859e-06,0.76227,1,KoellnMuesliKnusperHonigNuss 0.674811;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,57,8,8.14305e-06,0.761606,1,KoellnMuesliKnusperHonigNuss 0.690746;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,54,4,8.36194e-06,0.755172,1,KoellnMuesliKnusperHonigNuss 0.696357;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,54,7,9.04482e-06,0.7527,1,KoellnMuesliKnusperHonigNuss 0.674235;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,9,5,9.40177e-06,0.807444,0,KoellnMuesliKnusperHonigNuss 0.686493;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,68,7,7.17237e-06,0.754593,1,KoellnMuesliKnusperHonigNuss 0.690540;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,53,7,7.69023e-06,0.75675,1,KoellnMuesliKnusperHonigNuss 0.680943;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,62,7,8.45218e-06,0.756977,1,KoellnMuesliKnusperHonigNuss 0.685899;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,60,5,9.46597e-06,0.757165,1,KoellnMuesliKnusperHonigNuss 0.696246;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,57,6,8.73145e-06,0.750762,1,KoellnMuesliKnusperHonigNuss 0.673940;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,53,7,8.08511e-06,0.751592,1,KoellnMuesliKnusperHonigNuss 0.676618;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,61,4,9.26759e-06,0.752372,1,KoellnMuesliKnusperHonigNuss 0.690401;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,54,5,8.1644e-06,0.755277,1,KoellnMuesliKnusperHonigNuss 0.695290;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,64,6,8.27252e-06,0.75633,1,KoellnMuesliKnusperHonigNuss 0.698580;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,61,4,1.02139e-05,0.758351,1,KoellnMuesliKnusperHonigNuss 0.686158;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,60,4,8.84459e-06,0.762055,0,KoellnMuesliKnusperHonigNuss 0.694978;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,71,4,8.69765e-06,0.759,1,KoellnMuesliKnusperHonigNuss 0.691261;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,57,6,7.54145e-06,0.75523,1,KoellnMuesliKnusperHonigNuss 0.709310;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,62,9,8.72691e-06,0.75449,1,KoellnMuesliKnusperHonigNuss 0.689661;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,56,8,6.06392e-06,0.761051,1,KoellnMuesliKnusperHonigNuss 0.715772;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,67,9,7.63995e-06,0.759866,1,KoellnMuesliKnusperHonigNuss 0.671736;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,68,9,8.04224e-06,0.754852,1,KoellnMuesliKnusperHonigNuss 0.677339;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,69,6,8.54479e-06,0.756461,1,KoellnMuesliKnusperHonigNuss 0.682233;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,63,10,8.61484e-06,0.755275,1,KoellnMuesliKnusperHonigNuss 0.696586;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,57,9,9.12389e-06,0.758545,1,KoellnMuesliKnusperHonigNuss 0.674526;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,69,8,7.98283e-06,0.756738,1,KoellnMuesliKnusperHonigNuss 0.692810;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,67,9,7.08961e-06,0.761447,1,KoellnMuesliKnusperHonigNuss 0.687968;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,67,8,5.97686e-06,0.752539,1,KoellnMuesliKnusperHonigNuss 0.689845;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,61,7,8.26999e-06,0.761832,1,KoellnMuesliKnusperHonigNuss 0.688492;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,70,9,7.42558e-06,0.753294,1,KoellnMuesliKnusperHonigNuss 0.678577;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,59,8,1.00355e-05,0.756904,1,KoellnMuesliKnusperHonigNuss 0.673446;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,8,5,6.93428e-06,0.805196,0,KoellnMuesliKnusperHonigNuss 0.688952;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,58,10,9.94751e-06,0.753581,1,KoellnMuesliKnusperHonigNuss 0.668017;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,68,6,9.72917e-06,0.758837,1,KoellnMuesliKnusperHonigNuss 0.697206;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,63,9,8.2283e-06,0.754533,1,KoellnMuesliKnusperHonigNuss 0.689617;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,54,7,9.53378e-06,0.756229,1,KoellnMuesliKnusperHonigNuss 0.680523;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,69,7,5.13172e-06,0.752178,1,KoellnMuesliKnusperHonigNuss 0.716425;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,67,7,8.21563e-06,0.758987,1,KoellnMuesliKnusperHonigNuss 0.695635;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,75,7,6.43893e-06,0.751547,1,KoellnMuesliKnusperHonigNuss 0.721157;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,4,8.15983e-06,0.754497,1,KoellnMuesliKnusperHonigNuss 0.688651;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,53,4,8.6853e-06,0.754184,1,KoellnMuesliKnusperHonigNuss 0.702913;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,66,7,9.41991e-06,0.763811,1,KoellnMuesliKnusperHonigNuss 0.695151;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,55,8,8.48688e-06,0.755778,1,KoellnMuesliKnusperHonigNuss 0.692674;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,69,9,7.58255e-06,0.752648,1,KoellnMuesliKnusperHonigNuss 0.667833;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,61,6,6.35067e-06,0.75627,1,KoellnMuesliKnusperHonigNuss 0.694882;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,61,9,1.0755e-05,0.761035,1,KoellnMuesliKnusperHonigNuss 0.684751;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,56,7,9.54048e-06,0.753643,1,KoellnMuesliKnusperHonigNuss 0.672056;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,66,7,6.64362e-06,0.753414,1,KoellnMuesliKnusperHonigNuss 0.718218;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,67,9,7.95937e-06,0.747602,1,KoellnMuesliKnusperHonigNuss 0.692443;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,72,10,8.74967e-06,0.75817,1,KoellnMuesliKnusperHonigNuss 0.688546;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,11,4,8.842e-06,0.807564,0,KoellnMuesliKnusperHonigNuss 0.680777;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,68,7,8.89585e-06,0.754918,1,KoellnMuesliKnusperHonigNuss 0.680710;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,5,9.25482e-06,0.757168,1,KoellnMuesliKnusperHonigNuss 0.696869;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,67,9,8.34241e-06,0.761441,1,KoellnMuesliKnusperHonigNuss 0.697948;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,60,9,9.48956e-06,0.758468,1,KoellnMuesliKnusperHonigNuss 0.688375;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,47,8,9.04468e-06,0.755524,1,KoellnMuesliKnusperHonigNuss 0.678029;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,8,5,9.17203e-06,0.802539,0,KoellnMuesliKnusperHonigNuss 0.693824;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,72,9,8.12067e-06,0.753135,1,KoellnMuesliKnusperHonigNuss 0.672857;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,4,8.87722e-06,0.756905,1,KoellnMuesliKnusperHonigNuss 0.730186;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,61,6,8.09609e-06,0.754736,1,KoellnMuesliKnusperHonigNuss 0.703367;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,61,7,9.24372e-06,0.755087,1,KoellnMuesliKnusperHonigNuss 0.689041;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,64,7,8.30207e-06,0.753931,1,KoellnMuesliKnusperHonigNuss 0.692972;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,8,8.06948e-06,0.758172,1,KoellnMuesliKnusperHonigNuss 0.699887;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,65,9,1.04298e-05,0,1,KoellnMuesliKnusperHonigNuss 0.705506;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,59,7,8.56073e-06,0.756196,1,KoellnMuesliKnusperHonigNuss 0.685258;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,62,4,7.58685e-06,0.754728,1,KoellnMuesliKnusperHonigNuss 0.694028;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,58,6,8.10559e-06,0.752971,1,KoellnMuesliKnusperHonigNuss 0.687761;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,59,6,8.21237e-06,0.754242,1,KoellnMuesliKnusperHonigNuss 0.685671;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,63,8,7.89836e-06,0.762606,1,KoellnMuesliKnusperHonigNuss 0.705963;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,64,6,7.80991e-06,0.754302,1,KoellnMuesliKnusperHonigNuss 0.697203;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,63,5,8.90757e-06,0.750455,1,KoellnMuesliKnusperHonigNuss 0.685237;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,10,3,1.61349e-05,0.796571,0,KoellnMuesliKnusperHonigNuss 0.690198;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,13,3,2.12803e-05,0.796442,0,KoellnMuesliKnusperHonigNuss 0.687291;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,15,3,2.05176e-05,0.799231,0,KoellnMuesliKnusperHonigNuss 0.671541;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,14,2,2.06552e-05,0.799784,0,KoellnMuesliKnusperHonigNuss 0.693236;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,10,2,2.21558e-05,0.798406,0,KoellnMuesliKnusperHonigNuss 0.671028;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,15,3,1.86189e-05,0.798791,0,KoellnMuesliKnusperHonigNuss 0.693471;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,11,5,2.89429e-05,0.796264,0,KoellnMuesliKnusperHonigNuss 0.669763;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,11,3,2.65363e-05,0.799629,0,KoellnMuesliKnusperHonigNuss 0.671122;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,9,2,1.45716e-05,0.795011,0,KoellnMuesliKnusperHonigNuss 0.668125;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,12,3,2.29413e-05,0.803372,0,KoellnMuesliKnusperHonigNuss 0.694997;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,11,3,2.32354e-05,0.802052,0,KoellnMuesliKnusperHonigNuss 0.701100;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,9,3,1.66765e-05,0.796395,0,KoellnMuesliKnusperHonigNuss 0.694730;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,9,5,1.90168e-05,0.804755,0,KoellnMuesliKnusperHonigNuss 0.689773;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,10,5,2.38434e-05,0.803868,0,KoellnMuesliKnusperHonigNuss 0.682847;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,11,4,2.45707e-05,0.792132,0,KoellnMuesliKnusperHonigNuss 0.679872;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,13,4,1.88763e-05,0.794909,0,KoellnMuesliKnusperHonigNuss 0.670345;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,70,4,2.16876e-05,0.75018,0,KoellnMuesliKnusperHonigNuss 0.669709;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,71,5,2.17621e-05,0.754884,0,KoellnMuesliKnusperHonigNuss 0.654639;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,70,4,2.59596e-05,0.759583,0,KoellnMuesliKnusperHonigNuss 0.660779;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,74,7,2.37087e-05,0.761395,0,KoellnMuesliKnusperHonigNuss 0.664689;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,63,3,2.2256e-05,0.756885,0,KoellnMuesliKnusperHonigNuss 0.662093;
KoellnMuesliKnusperHonigNuss,KoellnMuesliKnusperHonigNuss,1,59,5,2.46912e-05,0.752112,0,KoellnMuesliKnusperHonigNuss 0.671198;
